timestamp,measurement_time,measurement_hour,region_id,cell_id,sector_id,measurement_type,cell_priority,neighbor_cell_id,scenario_id,latency_ms,jitter_ms,packet_loss_pct,alarm_code,interference_flag
13,2025-01-06 01:05:00,1,REGION_SEOUL_001,CELL01,SEC1,DATA,1,NB_9792,S1,10.17530407351167,3.3694577355218414,0.8694509012115401,0,0
14,2025-01-06 01:10:00,1,REGION_SEOUL_001,CELL01,SEC1,IOT,3,,S1,10.475413925518245,3.2598072299239007,0.5690371797867297,0,0
15,2025-01-06 01:15:00,1,REGION_SEOUL_001,CELL01,SEC1,DATA,1,NB_7235,S1,12.851403419491863,3.8141729796956807,0.8260079202577527,0,0
16,2025-01-06 01:20:00,1,REGION_SEOUL_001,CELL01,SEC1,DATA,1,NB_1775,S1,8.746068880628956,4.239694709354956,0.8386976256419673,0,0
17,2025-01-06 01:25:00,1,REGION_SEOUL_001,CELL01,SEC1,VOICE,4,,S1,9.845684433862509,4.133590097549112,1.3205562650160834,0,0
18,2025-01-06 01:30:00,1,REGION_SEOUL_001,CELL01,SEC1,DATA,2,NB_4073,S1,11.197381107138167,3.7469690998991725,1.0519914097857381,0,0
19,2025-01-06 01:35:00,1,REGION_SEOUL_001,CELL01,SEC1,DATA,1,NB_4843,S1,9.706208769868244,3.2639513244714484,0.7131167627304602,0,0
20,2025-01-06 01:40:00,1,REGION_SEOUL_001,CELL01,SEC1,DATA,4,NB_7873,S1,9.144781181075446,3.674662531472922,1.494719886160146,0,0
21,2025-01-06 01:45:00,1,REGION_SEOUL_001,CELL01,SEC1,DATA,2,NB_1995,S1,10.927726769179783,3.830720506864198,1.1879471204531675,0,0
22,2025-01-06 01:50:00,1,REGION_SEOUL_001,CELL01,SEC1,VIDEO,4,,S1,12.003708499737241,2.9263498013724907,0.8991032894261013,0,0
23,2025-01-06 01:55:00,1,REGION_SEOUL_001,CELL01,SEC1,VOICE,1,,S1,9.788748455791215,2.7336695137456206,0.5338497442914931,0,0
24,2025-01-06 02:00:00,2,REGION_SEOUL_001,CELL01,SEC1,VOICE,2,,S1,9.747115568783876,2.6162894999641626,0.8726219261559419,0,0
25,2025-01-06 02:05:00,2,REGION_SEOUL_001,CELL01,SEC2,DATA,1,NB_5887,S1,9.028467961474854,2.5618076332773483,0.9338460746026989,0,0
26,2025-01-06 02:10:00,2,REGION_SEOUL_001,CELL01,SEC2,DATA,1,NB_9571,S1,9.556034734891398,2.3090023387034044,1.1107096994350767,0,0
27,2025-01-06 02:15:00,2,REGION_SEOUL_001,CELL01,SEC2,DATA,1,NB_1064,S1,11.625409119745278,3.124950854558864,1.1821769528978967,0,0
28,2025-01-06 02:20:00,2,REGION_SEOUL_001,CELL01,SEC2,VOICE,2,,S1,10.121594306040485,2.500123599455934,1.2419746286232205,0,0
29,2025-01-06 02:25:00,2,REGION_SEOUL_001,CELL01,SEC2,DATA,1,NB_6258,S1,8.792514008604568,2.608238907932309,0.5165597707484358,0,0
30,2025-01-06 02:30:00,2,REGION_SEOUL_001,CELL01,SEC2,DATA,3,NB_6892,S1,10.393543570485495,3.3506277795883634,1.0625514463489727,0,0
31,2025-01-06 02:35:00,2,REGION_SEOUL_001,CELL01,SEC2,IOT,2,,S1,11.576791016479062,3.090804533126755,0.9521152524255364,0,0
32,2025-01-06 02:40:00,2,REGION_SEOUL_001,CELL01,SEC2,IOT,3,,S1,9.157171504678857,3.2148124703168373,1.8033931828509635,0,0
33,2025-01-06 02:45:00,2,REGION_SEOUL_001,CELL01,SEC2,DATA,1,NB_3454,S1,8.007092170606654,3.6825743809460407,1.0194083317289113,0,0
34,2025-01-06 02:50:00,2,REGION_SEOUL_001,CELL01,SEC2,VIDEO,2,,S1,13.286237739809128,3.432264954270398,0.8132040404615886,0,0
35,2025-01-06 02:55:00,2,REGION_SEOUL_001,CELL01,SEC2,VIDEO,1,,S1,7.93220597493513,3.7594432907263315,1.0331106570150745,0,0
36,2025-01-06 03:00:00,3,REGION_SEOUL_001,CELL01,SEC2,VIDEO,2,,S1,9.461466154216321,3.039988247389035,0.9974295135967701,0,0
37,2025-01-06 03:05:00,3,REGION_SEOUL_001,CELL01,SEC2,IOT,3,,S1,10.348192767788005,3.8058952956561978,0.40328820785469544,0,0
38,2025-01-06 03:10:00,3,REGION_SEOUL_001,CELL01,SEC2,VIDEO,1,,S1,9.591358448133562,3.17986838217873,1.1224913390253513,0,0
39,2025-01-06 03:15:00,3,REGION_SEOUL_001,CELL01,SEC2,DATA,1,NB_1206,S1,9.887633733017472,3.0843531305476013,0.9068325727964255,0,0
40,2025-01-06 03:20:00,3,REGION_SEOUL_001,CELL01,SEC2,DATA,1,NB_2484,S1,10.86525725181189,3.7307631031382518,0.9919926354518444,0,0
41,2025-01-06 03:25:00,3,REGION_SEOUL_001,CELL01,SEC2,DATA,3,NB_8408,S1,6.4124175134308095,2.5639231604033523,0.7379294398328327,0,0
42,2025-01-06 03:30:00,3,REGION_SEOUL_001,CELL01,SEC2,DATA,2,NB_2757,S1,8.099658292714222,4.011800283771238,0.6718257309363294,0,0
43,2025-01-06 03:35:00,3,REGION_SEOUL_001,CELL01,SEC2,VOICE,2,,S1,10.066389079105495,2.858949989981357,1.2636647002226935,0,0
44,2025-01-06 03:40:00,3,REGION_SEOUL_001,CELL01,SEC2,DATA,1,NB_7668,S1,9.393674482039586,2.3909460142253387,1.332536996932847,0,0
45,2025-01-06 03:45:00,3,REGION_SEOUL_001,CELL01,SEC2,VOICE,1,,S1,10.194116887413397,3.326750976027931,1.1254295816311706,0,0
46,2025-01-06 03:50:00,3,REGION_SEOUL_001,CELL01,SEC2,DATA,4,NB_3693,S1,10.341479923946956,2.8113392449408696,0.45676071983210964,0,0
47,2025-01-06 03:55:00,3,REGION_SEOUL_001,CELL01,SEC2,DATA,1,NB_6450,S1,6.826120006793512,4.012903545955625,1.144919007778397,0,0
48,2025-01-06 04:00:00,4,REGION_SEOUL_001,CELL01,SEC2,DATA,1,NB_6592,S1,11.910460498227469,2.7835495906074263,0.46121903459899416,0,0
49,2025-01-06 04:05:00,4,REGION_SEOUL_001,CELL01,SEC2,DATA,1,NB_2306,S1,9.252598175349476,3.157224458675981,0.8016473095515204,0,0
50,2025-01-06 04:10:00,4,REGION_SEOUL_001,CELL01,SEC3,DATA,3,NB_6864,S1,8.701730222835991,2.2872033422609483,1.2596675346271726,0,0
51,2025-01-06 04:15:00,4,REGION_SEOUL_001,CELL01,SEC3,DATA,1,NB_6530,S1,10.312532943938919,3.4064571224487357,1.1972795445113473,0,0
52,2025-01-06 04:20:00,4,REGION_SEOUL_001,CELL01,SEC3,DATA,1,NB_1663,S1,10.160740341673364,2.6113049620705477,1.137090209360041,0,0
53,2025-01-06 04:25:00,4,REGION_SEOUL_001,CELL01,SEC3,IOT,2,,S1,11.795036226481956,3.3466623451663002,1.3938707961759351,0,0
54,2025-01-06 04:30:00,4,REGION_SEOUL_001,CELL01,SEC3,DATA,3,NB_6232,S1,10.407809744155026,2.785827380147069,1.168004544222378,0,0
55,2025-01-06 04:35:00,4,REGION_SEOUL_001,CELL01,SEC3,VOICE,1,,S1,11.73716627203645,1.9765326566386003,0.3942942324877353,0,0
56,2025-01-06 04:40:00,4,REGION_SEOUL_001,CELL01,SEC3,DATA,2,NB_8554,S1,8.592733936858442,3.065595045171942,0.889140746123092,0,0
57,2025-01-06 04:45:00,4,REGION_SEOUL_001,CELL01,SEC3,DATA,1,NB_1698,S1,10.21279158281125,3.0432142585392175,0.9875174626806817,0,0
58,2025-01-06 04:50:00,4,REGION_SEOUL_001,CELL01,SEC3,VIDEO,2,,S1,8.327878439012666,3.440535786811307,0.9523774819691884,0,0
59,2025-01-06 04:55:00,4,REGION_SEOUL_001,CELL01,SEC3,VOICE,1,,S1,10.146513783340419,3.7780002859196022,0.8148594474692832,0,0
60,2025-01-06 05:00:00,5,REGION_SEOUL_001,CELL01,SEC3,IOT,1,,S1,9.828568066597173,3.9562047049583993,0.6909531599609215,0,0
61,2025-01-06 05:05:00,5,REGION_SEOUL_001,CELL01,SEC3,VOICE,2,,S1,9.764053862198645,3.432077106735443,1.7202234908377956,0,0
62,2025-01-06 05:10:00,5,REGION_SEOUL_001,CELL01,SEC3,IOT,1,,S1,9.77720867145755,3.139309596032959,0.8833765524382655,0,0
63,2025-01-06 05:15:00,5,REGION_SEOUL_001,CELL01,SEC3,VIDEO,3,,S1,11.104584205276897,2.2863332052422676,1.705480616012336,0,0
64,2025-01-06 05:20:00,5,REGION_SEOUL_001,CELL01,SEC3,DATA,3,NB_3327,S1,7.58896051449613,3.1010104684950037,0.6576128785731838,0,0
65,2025-01-06 05:25:00,5,REGION_SEOUL_001,CELL01,SEC3,DATA,5,NB_8125,S1,8.65031820582374,3.1074700849694663,1.1971180206277023,0,0
66,2025-01-06 05:30:00,5,REGION_SEOUL_001,CELL01,SEC3,DATA,1,NB_9800,S1,9.939142259882237,2.900679870171986,1.068892424916961,0,0
67,2025-01-06 05:35:00,5,REGION_SEOUL_001,CELL01,SEC3,DATA,2,NB_3511,S1,8.232005365793125,3.3164838253004043,0.7234151418804817,0,0
68,2025-01-06 05:40:00,5,REGION_SEOUL_001,CELL01,SEC3,VOICE,2,,S1,10.069171159301568,3.560952855491067,0.8597328670537949,0,0
69,2025-01-06 05:45:00,5,REGION_SEOUL_001,CELL01,SEC3,VIDEO,1,,S1,9.923721218138386,2.5907980347356583,0.995460979191709,0,0
70,2025-01-06 05:50:00,5,REGION_SEOUL_001,CELL01,SEC3,DATA,1,NB_3911,S1,7.894365032421126,2.5830078229002664,0.7467650148501623,0,0
71,2025-01-06 05:55:00,5,REGION_SEOUL_001,CELL01,SEC3,VOICE,4,,S1,7.8202522806185835,2.9303539941116856,0.923157821789372,0,0
72,2025-01-06 06:00:00,6,REGION_SEOUL_001,CELL01,SEC3,DATA,2,NB_5736,S1,6.064317646676102,2.6923854046460383,0.29052927238281556,0,0
73,2025-01-06 06:05:00,6,REGION_SEOUL_001,CELL01,SEC3,VIDEO,3,,S1,8.168994925477131,2.1793733988200685,1.2134547970806218,0,0
74,2025-01-06 06:10:00,6,REGION_SEOUL_001,CELL01,SEC3,DATA,2,NB_1262,S1,10.0214848873159,2.501703631838524,1.3681455022368378,0,0
75,2025-01-06 06:15:00,6,REGION_SEOUL_001,CELL01,SEC4,VIDEO,3,,S1,10.234281734411317,2.3838394264812797,1.1363091122495979,0,0
76,2025-01-06 06:20:00,6,REGION_SEOUL_001,CELL01,SEC4,VIDEO,2,,S1,10.302849339442677,3.6042252540090765,1.6792774383813338,0,0
77,2025-01-06 06:25:00,6,REGION_SEOUL_001,CELL01,SEC4,DATA,1,NB_5548,S1,8.833121780998928,3.8514135030046392,1.204628868279968,0,0
78,2025-01-06 06:30:00,6,REGION_SEOUL_001,CELL01,SEC4,IOT,2,,S1,9.972544773967766,2.4522832713527065,1.342842891633268,0,0
79,2025-01-06 06:35:00,6,REGION_SEOUL_001,CELL01,SEC4,DATA,2,NB_3255,S1,10.59586691386218,3.2730367565685556,1.3715088497530332,0,0
80,2025-01-06 06:40:00,6,REGION_SEOUL_001,CELL01,SEC4,IOT,3,,S1,8.09794667574827,3.436758212234875,0.1746959930243096,0,0
81,2025-01-06 06:45:00,6,REGION_SEOUL_001,CELL01,SEC4,VIDEO,2,,S1,10.18499361158581,2.253865606670068,1.127101959624869,0,0
82,2025-01-06 06:50:00,6,REGION_SEOUL_001,CELL01,SEC4,VOICE,1,,S1,10.984721817752638,3.0804894735894996,0.5851195149049657,0,0
83,2025-01-06 06:55:00,6,REGION_SEOUL_001,CELL01,SEC4,IOT,2,,S1,9.26384180526568,4.266758082673263,0.6457289645287584,0,0
84,2025-01-06 07:00:00,7,REGION_SEOUL_001,CELL01,SEC4,VOICE,1,,S1,11.593351495524404,3.3385734331788153,0.6979080184594255,0,0
85,2025-01-06 07:05:00,7,REGION_SEOUL_001,CELL01,SEC4,VIDEO,1,,S1,9.298848484262544,2.877349729333735,0.906185259994787,0,0
86,2025-01-06 07:10:00,7,REGION_SEOUL_001,CELL01,SEC4,DATA,2,NB_3869,S1,8.709908717315388,2.7199067373908954,1.1951379882213091,0,0
87,2025-01-06 07:15:00,7,REGION_SEOUL_001,CELL01,SEC4,DATA,5,NB_9352,S1,10.83526176782938,1.9887692076395524,1.1301969475020113,0,0
88,2025-01-06 07:20:00,7,REGION_SEOUL_001,CELL01,SEC4,VOICE,2,,S1,13.049940654199684,3.235236828058366,0.9962255851547207,0,0
89,2025-01-06 07:25:00,7,REGION_SEOUL_001,CELL01,SEC4,DATA,2,NB_2218,S1,10.128030428331714,3.9739083936271578,1.2168050323617883,0,0
90,2025-01-06 07:30:00,7,REGION_SEOUL_001,CELL01,SEC4,VIDEO,2,,S1,10.95236170617058,2.5932281228010394,1.2350458964776307,0,0
91,2025-01-06 07:35:00,7,REGION_SEOUL_001,CELL01,SEC4,VOICE,2,,S1,9.236924168353234,2.032207660241469,1.1327872567700037,0,0
92,2025-01-06 07:40:00,7,REGION_SEOUL_001,CELL01,SEC4,DATA,1,NB_4436,S1,8.137575670305958,2.6678879093233876,0.4826485641775642,0,0
93,2025-01-06 07:45:00,7,REGION_SEOUL_001,CELL01,SEC4,DATA,4,NB_1225,S1,10.2493984688511,3.4407998729891043,0.7782001631929828,0,0
94,2025-01-06 07:50:00,7,REGION_SEOUL_001,CELL01,SEC4,DATA,2,NB_8022,S1,10.486599957681866,2.7857499975889572,1.0078983501827947,0,0
95,2025-01-06 07:55:00,7,REGION_SEOUL_001,CELL01,SEC4,DATA,1,NB_8996,S1,9.463133364428257,2.589765953543456,1.2200358649423253,0,0
96,2025-01-06 08:00:00,8,REGION_SEOUL_001,CELL01,SEC4,DATA,2,NB_8679,S1,10.946584777032259,3.0095774575289296,0.601426102682804,0,0
97,2025-01-06 08:05:00,8,REGION_SEOUL_001,CELL01,SEC4,DATA,4,NB_2069,S1,9.01887998527852,3.1148503735839275,0.9965964430674159,0,0
98,2025-01-06 08:10:00,8,REGION_SEOUL_001,CELL01,SEC4,IOT,2,,S1,8.646870601222385,2.305804929614153,0.5303126630831644,0,0
99,2025-01-06 08:15:00,8,REGION_SEOUL_001,CELL01,SEC4,VOICE,4,,S1,11.590964395729248,2.891358151531588,1.3077753957157834,0,0
100,2025-01-06 08:20:00,8,REGION_SEOUL_001,CELL01,SEC5,DATA,4,NB_4170,S1,11.598021439812445,2.7513661930388307,1.0727041835094173,0,0
101,2025-01-06 08:25:00,8,REGION_SEOUL_001,CELL01,SEC5,IOT,1,,S1,9.048485341246483,2.6795478253759586,0.5961591892132172,0,0
102,2025-01-06 08:30:00,8,REGION_SEOUL_001,CELL01,SEC5,DATA,1,NB_2184,S1,12.578275735607232,2.491481665304276,0.5941814386587121,0,0
103,2025-01-06 08:35:00,8,REGION_SEOUL_001,CELL01,SEC5,DATA,1,NB_2816,S1,9.569339961204626,3.470628927397399,1.116229561475278,0,0
104,2025-01-06 08:40:00,8,REGION_SEOUL_001,CELL01,SEC5,DATA,3,NB_6442,S1,10.127174296965938,2.677806535600986,1.4124396743689496,0,0
105,2025-01-06 08:45:00,8,REGION_SEOUL_001,CELL01,SEC5,VIDEO,1,,S1,9.873021187227359,2.0025273570933573,0.6709642487651959,0,0
106,2025-01-06 08:50:00,8,REGION_SEOUL_001,CELL01,SEC5,VIDEO,5,,S1,10.785640326168519,3.1321489109877168,1.2359812325848232,0,0
107,2025-01-06 08:55:00,8,REGION_SEOUL_001,CELL01,SEC5,VOICE,2,,S1,10.407132240701413,3.362599736336592,0.8373286845916511,0,0
108,2025-01-06 09:00:00,9,REGION_SEOUL_001,CELL01,SEC5,IOT,3,,S1,10.386943242372487,2.601991967392061,1.246958230807866,0,0
109,2025-01-06 09:05:00,9,REGION_SEOUL_001,CELL01,SEC5,VIDEO,3,,S1,8.470657552420171,2.720168655108017,1.2049572731095939,0,0
110,2025-01-06 09:10:00,9,REGION_SEOUL_001,CELL01,SEC5,DATA,1,NB_3806,S1,7.467156524815474,2.675473139785814,1.0465899524447317,0,0
111,2025-01-06 09:15:00,9,REGION_SEOUL_001,CELL01,SEC5,DATA,1,NB_9716,S1,11.713240042379292,2.8266733192849447,0.44968260811582517,0,0
112,2025-01-06 09:20:00,9,REGION_SEOUL_001,CELL01,SEC5,VOICE,1,,S1,9.181831001590385,3.553425091094911,1.204355695037234,0,0
113,2025-01-06 09:25:00,9,REGION_SEOUL_001,CELL01,SEC5,VIDEO,1,,S1,9.926449939849784,2.9429704138138217,1.1506057812990595,0,0
114,2025-01-06 09:30:00,9,REGION_SEOUL_001,CELL01,SEC5,VOICE,2,,S1,10.490198364834672,3.4197967728336027,1.1231289259583506,0,0
115,2025-01-06 09:35:00,9,REGION_SEOUL_001,CELL01,SEC5,VOICE,3,,S1,12.443514405023901,2.5155841842266238,1.0587022189692934,0,0
116,2025-01-06 09:40:00,9,REGION_SEOUL_001,CELL01,SEC5,VOICE,2,,S1,10.242036886963762,2.8081547902095076,0.7363639335003677,0,0
117,2025-01-06 09:45:00,9,REGION_SEOUL_001,CELL01,SEC5,DATA,2,NB_5146,S1,9.407803655613854,3.4770069079236534,1.3248888313057334,0,0
118,2025-01-06 09:50:00,9,REGION_SEOUL_001,CELL01,SEC5,DATA,2,NB_2148,S1,9.214683428069714,2.5971973007868705,1.2694419162449908,0,0
119,2025-01-06 09:55:00,9,REGION_SEOUL_001,CELL01,SEC5,VIDEO,3,,S1,9.943964738137092,3.5060682304542654,0.6773731669466005,0,0
120,2025-01-06 10:00:00,10,REGION_SEOUL_001,CELL01,SEC5,DATA,1,NB_4854,S1,8.63595284553908,2.685807954502431,1.3942885031553254,0,0
121,2025-01-06 10:05:00,10,REGION_SEOUL_001,CELL01,SEC5,DATA,1,NB_4124,S1,10.043313584723515,2.83916874247079,1.0395008303906161,0,0
122,2025-01-06 10:10:00,10,REGION_SEOUL_001,CELL01,SEC5,DATA,4,NB_6222,S1,9.92197046731298,3.8350812936744623,1.0387410859435517,0,0
123,2025-01-06 10:15:00,10,REGION_SEOUL_001,CELL01,SEC5,VOICE,1,,S1,12.462290422966227,2.782090511416884,0.9470933990743952,0,0
124,2025-01-06 10:20:00,10,REGION_SEOUL_001,CELL01,SEC5,DATA,2,NB_7966,S1,9.87459829211362,3.0726729013753173,0.9766019810244833,0,0
125,2025-01-06 10:25:00,10,REGION_SEOUL_001,CELL01,SEC6,VOICE,1,,S1,7.113267758426725,3.308218211260868,1.4112697564929308,0,0
126,2025-01-06 10:30:00,10,REGION_SEOUL_001,CELL01,SEC6,IOT,3,,S1,14.010266455594717,3.1132543248360056,1.3099224953795545,0,0
127,2025-01-06 10:35:00,10,REGION_SEOUL_001,CELL01,SEC6,VOICE,2,,S1,11.435250596734145,3.1275266744447885,1.3035541250918246,0,0
128,2025-01-06 10:40:00,10,REGION_SEOUL_001,CELL01,SEC6,DATA,3,NB_9932,S1,13.123523116143378,2.971730128009133,1.0553693057636135,0,0
129,2025-01-06 10:45:00,10,REGION_SEOUL_001,CELL01,SEC6,DATA,1,NB_2150,S1,8.264020019523274,2.3488803954918387,1.266751517060319,0,0
130,2025-01-06 10:50:00,10,REGION_SEOUL_001,CELL01,SEC6,VIDEO,2,,S1,9.667259828115562,3.1741446650498792,0.7497060777878284,0,0
131,2025-01-06 10:55:00,10,REGION_SEOUL_001,CELL01,SEC6,DATA,1,NB_8805,S1,11.011601862241479,2.633765771494173,1.17503289354942,0,0
132,2025-01-06 11:00:00,11,REGION_SEOUL_001,CELL01,SEC6,VOICE,1,,S1,10.804587058426689,3.3878836087015882,0.9539535904093098,0,0
133,2025-01-06 11:05:00,11,REGION_SEOUL_001,CELL01,SEC6,IOT,2,,S1,10.460406561039328,3.6860307119748428,0.3820585037775033,0,0
134,2025-01-06 11:10:00,11,REGION_SEOUL_001,CELL01,SEC6,DATA,2,NB_1580,S1,6.700583922249169,2.0972213692914923,0.524169502353411,0,0
135,2025-01-06 11:15:00,11,REGION_SEOUL_001,CELL01,SEC6,VIDEO,2,,S1,7.431340813653529,3.686903913713552,0.801106365973234,0,0
136,2025-01-06 11:20:00,11,REGION_SEOUL_001,CELL01,SEC6,DATA,2,NB_8253,S1,12.276280163595807,2.7944711040664783,1.124546195304613,0,0
137,2025-01-06 11:25:00,11,REGION_SEOUL_001,CELL01,SEC6,VOICE,1,,S1,12.542994299304535,2.9345253889077636,0.8013760634998093,0,0
138,2025-01-06 11:30:00,11,REGION_SEOUL_001,CELL01,SEC6,VOICE,1,,S1,9.840023062845406,2.543806273743805,0.8226649787845873,0,0
139,2025-01-06 11:35:00,11,REGION_SEOUL_001,CELL01,SEC6,IOT,3,,S1,12.085641211609573,3.0942338645331384,1.2289782765624526,0,0
140,2025-01-06 11:40:00,11,REGION_SEOUL_001,CELL01,SEC6,DATA,1,NB_3479,S1,8.465158350785053,3.033407441588703,0.8334963641650939,0,0
141,2025-01-06 11:45:00,11,REGION_SEOUL_001,CELL01,SEC6,VIDEO,2,,S1,8.808360919796979,3.5384614126464253,1.3992421726103232,0,0
142,2025-01-06 11:50:00,11,REGION_SEOUL_001,CELL01,SEC6,DATA,2,NB_6881,S1,8.346579517205276,2.6293033616848716,1.3495371219460404,0,0
143,2025-01-06 11:55:00,11,REGION_SEOUL_001,CELL01,SEC6,VIDEO,2,,S1,8.72512068146703,3.830401200968954,1.0065643961713955,0,0
144,2025-01-06 12:00:00,12,REGION_SEOUL_001,CELL01,SEC6,VOICE,2,,S1,11.08404401428393,3.332357043154445,1.2260384354974985,0,0
145,2025-01-06 12:05:00,12,REGION_SEOUL_001,CELL01,SEC6,VIDEO,2,,S1,8.706471440404833,3.0454844883877046,1.1851721363069145,0,0
146,2025-01-06 12:10:00,12,REGION_SEOUL_001,CELL01,SEC6,IOT,2,,S1,13.359614559891797,2.9096078180522547,0.9263004172121789,0,0
147,2025-01-06 12:15:00,12,REGION_SEOUL_001,CELL01,SEC6,DATA,1,NB_6878,S1,10.690105909521158,2.8467152764330748,1.2584903988916438,0,0
148,2025-01-06 12:20:00,12,REGION_SEOUL_001,CELL01,SEC6,IOT,3,,S1,11.626790569742631,2.8793281127967476,1.3026706166171582,0,0
149,2025-01-06 12:25:00,12,REGION_SEOUL_001,CELL01,SEC6,VIDEO,3,,S1,10.73491087420011,3.0842009784677367,0.7142694307628799,0,0
150,2025-01-06 12:30:00,12,REGION_SEOUL_001,CELL01,SEC7,VIDEO,2,,S1,11.821404475688919,2.895500019653134,1.0460645914962226,0,0
151,2025-01-06 12:35:00,12,REGION_SEOUL_001,CELL01,SEC7,VOICE,3,,S1,8.69800000069218,2.6797352717462566,1.0427511467728499,0,0
152,2025-01-06 12:40:00,12,REGION_SEOUL_001,CELL01,SEC7,VIDEO,2,,S1,12.170400307299335,3.087229647418351,1.2548858402352114,0,0
153,2025-01-06 12:45:00,12,REGION_SEOUL_001,CELL01,SEC7,VIDEO,2,,S1,10.211408328387156,2.5818559406373063,0.8668424948651989,0,0
154,2025-01-06 12:50:00,12,REGION_SEOUL_001,CELL01,SEC7,DATA,1,NB_5107,S1,11.813899166453108,3.1612334505008737,0.8206719001670714,0,0
155,2025-01-06 12:55:00,12,REGION_SEOUL_001,CELL01,SEC7,VOICE,1,,S1,7.840653919935724,2.8884664822596293,1.0506998980933462,0,0
156,2025-01-06 13:00:00,13,REGION_SEOUL_001,CELL01,SEC7,VOICE,2,,S1,10.270874809912545,3.348365454615922,1.354407766976072,0,0
157,2025-01-06 13:05:00,13,REGION_SEOUL_001,CELL01,SEC7,VOICE,2,,S1,10.217858075172497,3.4945371053477383,0.64018686537702,0,0
158,2025-01-06 13:10:00,13,REGION_SEOUL_001,CELL01,SEC7,VIDEO,1,,S1,9.071145302530837,3.4943402801723695,0.6925581539988617,0,0
159,2025-01-06 13:15:00,13,REGION_SEOUL_001,CELL01,SEC7,VIDEO,1,,S1,10.469678244620896,3.159052528026313,0.8438485276088235,0,0
160,2025-01-06 13:20:00,13,REGION_SEOUL_001,CELL01,SEC7,VOICE,2,,S1,12.309410272002271,3.217415610383423,0.8972268783755343,0,0
161,2025-01-06 13:25:00,13,REGION_SEOUL_001,CELL01,SEC7,VIDEO,3,,S1,8.955771461555319,2.838624486940782,0.4703251592687455,0,0
162,2025-01-06 13:30:00,13,REGION_SEOUL_001,CELL01,SEC7,VIDEO,3,,S1,11.442781534307407,3.338819844241674,1.4494585860745444,0,0
163,2025-01-06 13:35:00,13,REGION_SEOUL_001,CELL01,SEC7,DATA,1,NB_3504,S1,8.308865415780238,3.3952506803308617,0.9609080225952664,0,0
164,2025-01-06 13:40:00,13,REGION_SEOUL_001,CELL01,SEC7,VIDEO,2,,S1,13.164166891963688,2.216335423237736,0.9159686427460086,0,0
165,2025-01-06 13:45:00,13,REGION_SEOUL_001,CELL01,SEC7,VIDEO,1,,S1,11.176900477655062,3.1891735978036317,1.486791261410625,0,0
166,2025-01-06 13:50:00,13,REGION_SEOUL_001,CELL01,SEC7,DATA,2,NB_7806,S1,12.587675998387859,3.6840649038544333,1.2153380485371437,0,0
167,2025-01-06 13:55:00,13,REGION_SEOUL_001,CELL01,SEC7,IOT,3,,S1,11.008090778640652,2.8218548526976077,0.8393734367999954,0,0
168,2025-01-06 14:00:00,14,REGION_SEOUL_001,CELL01,SEC7,DATA,3,NB_3914,S1,10.585919766594042,2.7127265119330604,1.0493823535924467,0,0
