timestamp,measurement_time,measurement_hour,region_id,cell_id,sector_id,measurement_type,cell_priority,neighbor_cell_id,scenario_id,latency_ms,jitter_ms,packet_loss_pct,alarm_code,interference_flag,latency_roll_mean,latency_roll_std,jitter_roll_mean,packet_loss_roll_mean,latency_diff,packet_loss_diff,anomaly_flag,anomaly_reason,state
40,2025-01-06 03:20:00,3,REGION_SEOUL_001,CELL01,SEC2,DATA,1,NB_2484,S1,10.86525725181189,3.730763103138252,0.9919926354518444,0,0,10.104913487810514,1.3329343844022064,3.1291274111879437,0.9792303193095082,0.7603437640013766,0.012762316142336139,0,normal,GREEN
41,2025-01-06 03:25:00,3,REGION_SEOUL_001,CELL01,SEC2,DATA,3,NB_8408,S1,6.4124175134308095,2.5639231604033523,0.7379294398328327,0,0,9.879148025023065,1.550817633758876,3.0657875438649014,0.9567294352784914,-3.4667305115922558,-0.21879999544565876,0,normal,GREEN
42,2025-01-06 03:30:00,3,REGION_SEOUL_001,CELL01,SEC2,DATA,2,NB_2757,S1,8.099658292714222,4.011800283771238,0.6718257309363294,0,0,9.683945514671915,1.5146029082880736,3.1200600679848387,0.945365557354003,-1.584287221957693,-0.2735398264176736,0,normal,GREEN
43,2025-01-06 03:35:00,3,REGION_SEOUL_001,CELL01,SEC2,VOICE,2,,S1,10.066389079105496,2.858949989981357,1.2636647002226935,0,0,9.697827545837628,1.5168846646962566,3.1263240917966253,0.9818563051505629,0.36856153326786867,0.2818083950721306,0,normal,GREEN
44,2025-01-06 03:40:00,3,REGION_SEOUL_001,CELL01,SEC2,DATA,1,NB_7668,S1,9.393674482039586,2.3909460142253387,1.332536996932847,0,0,9.680155491500413,1.518338364285196,3.1150569175096843,1.004852058689408,-0.286481009460827,0.32768493824343903,0,normal,GREEN
45,2025-01-06 03:45:00,3,REGION_SEOUL_001,CELL01,SEC2,VOICE,1,,S1,10.194116887413395,3.326750976027931,1.1254295816311706,0,0,9.73843793779734,1.514373227818162,3.153304084647213,1.014431234040832,0.4556789496160558,0.11099834759033866,0,normal,GREEN
46,2025-01-06 03:50:00,3,REGION_SEOUL_001,CELL01,SEC2,DATA,4,NB_3693,S1,10.341479923946956,2.8113392449408696,0.4567607198321096,0,0,9.77771019725012,1.519569566667413,3.1784209299590866,0.9817337850606835,0.5637697266968367,-0.524973065228574,0,normal,GREEN
47,2025-01-06 03:55:00,3,REGION_SEOUL_001,CELL01,SEC2,DATA,1,NB_6450,S1,6.826120006793512,4.012903545955625,1.144919007778397,0,0,9.53774574160253,1.5897529804082107,3.2228185645289242,0.9798708878047085,-2.711625734809018,0.1650481199736885,0,normal,GREEN
48,2025-01-06 04:00:00,4,REGION_SEOUL_001,CELL01,SEC2,DATA,1,NB_6592,S1,11.910460498227469,2.7835495906074263,0.4612190345989941,0,0,9.627189051211879,1.6725000242789865,3.2369898640864996,0.9408331081034971,2.28327144701559,-0.47961407350450297,0,normal,GREEN
49,2025-01-06 04:05:00,4,REGION_SEOUL_001,CELL01,SEC2,DATA,1,NB_2306,S1,9.252598175349476,3.157224458675981,0.8016473095515204,0,0,9.650193259549125,1.6635555188013538,3.264439141623683,0.9550874850436515,-0.39759508419964895,-0.15344017549213107,0,normal,GREEN
50,2025-01-06 04:10:00,4,REGION_SEOUL_001,CELL01,SEC3,DATA,3,NB_6864,S1,8.701730222835991,2.2872033422609483,1.2596675346271726,0,0,9.56560259216665,1.6667779056047665,3.2112679197573124,0.9649432894575615,-0.8638723693306591,0.29472424516961115,0,normal,GREEN
51,2025-01-06 04:15:00,4,REGION_SEOUL_001,CELL01,SEC3,DATA,1,NB_6530,S1,10.31253294393892,3.4064571224487357,1.197279544511347,0,0,9.502389688539642,1.6094773881154432,3.2270505492234114,0.9772015040618518,0.8101432553992787,0.2200780404494953,0,normal,GREEN
52,2025-01-06 04:20:00,4,REGION_SEOUL_001,CELL01,SEC3,DATA,1,NB_1663,S1,10.160740341673364,2.6113049620705477,1.137090209360041,0,0,9.552568130389368,1.6137863985332495,3.196875173811097,0.9438863553873059,0.6081722112839962,0.1932038539727351,0,normal,GREEN
53,2025-01-06 04:25:00,4,REGION_SEOUL_001,CELL01,SEC3,IOT,2,,S1,11.795036226481956,3.3466623451663,1.3938707961759351,0,0,9.741965333183133,1.6448414652919598,3.18007957202211,0.9626094786096571,2.0530708932988233,0.43126131756627806,0,normal,GREEN
54,2025-01-06 04:30:00,4,REGION_SEOUL_001,CELL01,SEC3,DATA,3,NB_6232,S1,10.407809744155026,2.785827380147069,1.168004544222378,0,0,9.598043933400428,1.4303437197120803,3.1477576933159432,0.9803495037976966,0.8097658107545982,0.1876550404246815,0,normal,GREEN
55,2025-01-06 04:35:00,4,REGION_SEOUL_001,CELL01,SEC3,VOICE,1,,S1,11.73716627203645,1.9765326566386003,0.3942942324877353,0,0,9.788291948255495,1.4500221796223451,3.0586121616115567,0.9484086825713295,1.9488743237809558,-0.5541144500835942,0,normal,GREEN
56,2025-01-06 04:40:00,4,REGION_SEOUL_001,CELL01,SEC3,DATA,2,NB_8554,S1,8.592733936858442,3.065595045171942,0.889140746123092,0,0,9.7448553373876,1.4731550670911546,3.0598925015007024,0.9429942441976455,-1.1521214005291576,-0.05385349807455353,0,normal,GREEN
57,2025-01-06 04:45:00,4,REGION_SEOUL_001,CELL01,SEC3,DATA,1,NB_1698,S1,10.21279158281125,3.0432142585392175,0.9875174626806816,0,0,9.738085278138763,1.470545240504618,3.021758449644853,0.972205706938945,0.47470630467248576,0.015311755741736599,0,normal,GREEN
58,2025-01-06 04:50:00,4,REGION_SEOUL_001,CELL01,SEC3,VIDEO,2,,S1,8.327878439012666,3.440535786811307,0.9523774819691884,0,0,9.674911277682718,1.5039404079537744,3.034791819876482,0.9637000140861367,-1.3470328386700512,-0.011322532116948336,0,normal,GREEN
59,2025-01-06 04:55:00,4,REGION_SEOUL_001,CELL01,SEC3,VOICE,1,,S1,10.14651378334042,3.7780002859196022,0.8148594474692832,0,0,9.687855280198864,1.506978597954466,3.069474177645082,0.9591013578197798,0.45865850314155665,-0.1442419103504966,0,normal,GREEN
60,2025-01-06 05:00:00,5,REGION_SEOUL_001,CELL01,SEC3,IOT,1,,S1,9.828568066597173,3.9562047049583993,0.6909531599609215,0,0,9.63602082093813,1.4819704852044302,3.0807462577360893,0.9440493840452335,0.1925472456590427,-0.253096224084312,0,normal,GREEN
61,2025-01-06 05:05:00,5,REGION_SEOUL_001,CELL01,SEC3,VOICE,2,,S1,9.764053862198644,3.432077106735443,1.7202234908377956,0,0,9.803602638376521,1.2730319119100804,3.124153955052694,0.9931640865954817,-0.03954877617787744,0.7270594042423139,0,normal,GREEN
62,2025-01-06 05:10:00,5,REGION_SEOUL_001,CELL01,SEC3,IOT,1,,S1,9.77720867145755,3.139309596032959,0.8833765524382655,0,0,9.887480157313686,1.2084822205604016,3.08052942066578,1.0037416276705786,-0.11027148585613489,-0.1203650752323131,0,normal,GREEN
63,2025-01-06 05:15:00,5,REGION_SEOUL_001,CELL01,SEC3,VIDEO,3,,S1,11.104584205276897,2.2863332052422676,1.705480616012336,0,0,9.939389913622259,1.2384964924853719,3.0518985814288255,1.0258324234600606,1.1651942916546378,0.6796481925522753,0,normal,GREEN
64,2025-01-06 05:20:00,5,REGION_SEOUL_001,CELL01,SEC3,DATA,3,NB_3327,S1,7.58896051449613,3.1010104684950037,0.6576128785731838,0,0,9.849154215245084,1.3417871248303495,3.087401804142309,0.9920862175420773,-2.260193700748954,-0.3344733389688934,0,normal,GREEN
65,2025-01-06 05:25:00,5,REGION_SEOUL_001,CELL01,SEC3,DATA,5,NB_8125,S1,8.65031820582374,3.1074700849694663,1.1971180206277023,0,0,9.771964281165602,1.3651008039254695,3.076437759589386,0.995670639491904,-1.121646075341861,0.2014473811357983,0,normal,GREEN
66,2025-01-06 05:30:00,5,REGION_SEOUL_001,CELL01,SEC3,DATA,1,NB_9800,S1,9.939142259882235,2.900679870171986,1.068892424916961,0,0,9.751847397962365,1.3592182451704433,3.0809047908509415,1.0262772247461467,0.18729486191987021,0.042615200170814216,0,normal,GREEN
67,2025-01-06 05:35:00,5,REGION_SEOUL_001,CELL01,SEC3,DATA,2,NB_3511,S1,8.232005365793125,3.3164838253004043,0.7234151418804817,0,0,9.822141665912346,1.2301737976327258,3.0460838048181804,1.0052020314512506,-1.5901363001192212,-0.2817868895707689,0,normal,GREEN
68,2025-01-06 05:40:00,5,REGION_SEOUL_001,CELL01,SEC3,VOICE,2,,S1,10.069171159301568,3.560952855491067,0.8597328670537949,0,0,9.730077198966052,1.130525135989567,3.0849539680623623,1.0251277230739908,0.3390939603355161,-0.16539485602019588,0,normal,GREEN
69,2025-01-06 05:45:00,5,REGION_SEOUL_001,CELL01,SEC3,VIDEO,1,,S1,9.923721218138386,2.5907980347356583,0.995460979191709,0,0,9.763633351105497,1.1255559108425541,3.0566326468653466,1.0348184065560004,0.1600878670328889,-0.039357427364291486,0,normal,GREEN
70,2025-01-06 05:50:00,5,REGION_SEOUL_001,CELL01,SEC3,DATA,1,NB_3911,S1,7.894365032421126,2.5830078229002664,0.7467650148501623,0,0,9.723265091584754,1.1788616258714537,3.071422870897312,1.0091732805671498,-1.8289000591636277,-0.2624082657169875,0,normal,GREEN
71,2025-01-06 05:55:00,5,REGION_SEOUL_001,CELL01,SEC3,VOICE,4,,S1,7.820252280618584,2.9303539941116856,0.923157821789372,0,0,9.598651058418735,1.243260313550386,3.0476177144804595,0.995467194431051,-1.7783987778001507,-0.07230937264167903,0,normal,GREEN
72,2025-01-06 06:00:00,6,REGION_SEOUL_001,CELL01,SEC3,DATA,2,NB_5736,S1,6.064317646676102,2.6923854046460383,0.2905292723828155,0,0,9.393829923668873,1.4636788959033624,3.051671736609234,0.9531391475821896,-3.329512276992771,-0.6626098751993741,0,normal,GREEN
73,2025-01-06 06:05:00,6,REGION_SEOUL_001,CELL01,SEC3,VIDEO,3,,S1,8.168994925477131,2.1793733988200685,1.2134547970806218,0,0,9.212527858618632,1.3723161862195117,2.9933072892919226,0.944118347627424,-1.0435329331415009,0.2693364494531978,0,normal,GREEN
74,2025-01-06 06:10:00,6,REGION_SEOUL_001,CELL01,SEC3,DATA,2,NB_1262,S1,10.0214848873159,2.501703631838524,1.3681455022368378,0,0,9.193211615776676,1.3572424235206109,2.9791011018764952,0.9541253955281471,0.8282732715392243,0.4140201067086907,0,normal,GREEN
75,2025-01-06 06:15:00,6,REGION_SEOUL_001,CELL01,SEC4,VIDEO,3,,S1,10.234281734411317,2.3838394264812797,1.136309112249598,0,0,9.118067388895419,1.2460299381808067,2.9994664403686295,0.9912261395162402,1.116214345515898,0.1450829727333579,0,normal,GREEN
76,2025-01-06 06:20:00,6,REGION_SEOUL_001,CELL01,SEC4,VIDEO,2,,S1,10.302849339442677,3.604225254009077,1.6792774383813338,0,0,9.203573159024632,1.2665894908857063,3.026397950810486,1.0307329741291522,1.0992761804180446,0.6485444642521816,0,normal,GREEN
77,2025-01-06 06:25:00,6,REGION_SEOUL_001,CELL01,SEC4,DATA,1,NB_5548,S1,8.833121780998928,3.8514135030046392,1.204628868279968,0,0,9.134589668934016,1.2461365091329972,3.066807913033757,1.0415885444091164,-0.30146788793508783,0.16304032387085154,0,normal,GREEN
78,2025-01-06 06:30:00,6,REGION_SEOUL_001,CELL01,SEC4,IOT,2,,S1,9.972544773967766,2.4522832713527065,1.342842891633268,0,0,9.21682298568177,1.2443642885635573,3.017395287260827,1.0611118148923206,0.7557217882859959,0.28173107674094733,0,normal,GREEN
79,2025-01-06 06:35:00,6,REGION_SEOUL_001,CELL01,SEC4,DATA,2,NB_3255,S1,10.59586691386218,3.2730367565685556,1.3715088497530332,0,0,9.239290642207859,1.2659040546331861,2.992147110793275,1.088944285006508,1.3565762716543208,0.28256456474652514,0,normal,GREEN
80,2025-01-06 06:40:00,6,REGION_SEOUL_001,CELL01,SEC4,IOT,3,,S1,8.09794667574827,3.436758212234875,0.1746959930243096,0,0,9.152759572665413,1.2825429936807835,2.9661747861570986,1.0631314266596774,-1.0548128969171433,-0.8884354336353678,0,normal,GREEN
81,2025-01-06 06:45:00,6,REGION_SEOUL_001,CELL01,SEC4,VIDEO,2,,S1,10.18499361158581,2.253865606670068,1.127101959624869,0,0,9.173806560134771,1.296480681066875,2.90726421115383,1.0334753500990312,1.0111870514510386,0.09362660952583779,0,normal,GREEN
82,2025-01-06 06:50:00,6,REGION_SEOUL_001,CELL01,SEC4,VOICE,1,,S1,10.984721817752638,3.0804894735894996,0.5851195149049657,0,0,9.234182217449526,1.3529460356767176,2.9043232050316568,1.0185624982223662,1.750539600303112,-0.4334429833174005,0,normal,GREEN
83,2025-01-06 06:55:00,6,REGION_SEOUL_001,CELL01,SEC4,IOT,2,,S1,9.26384180526568,4.266758082673263,0.6457289645287584,0,0,9.142145097448964,1.2796351453592758,3.0033444489032064,0.9655749156481873,0.12169670781671549,-0.31984595111942893,0,normal,GREEN
84,2025-01-06 07:00:00,7,REGION_SEOUL_001,CELL01,SEC4,VOICE,1,,S1,11.593351495524404,3.3385734331788153,0.6979080184594255,0,0,9.342364646500378,1.3358641811740217,3.0152225971373974,0.9675896726424995,2.2509868490240255,-0.269681654183074,0,normal,GREEN
85,2025-01-06 07:05:00,7,REGION_SEOUL_001,CELL01,SEC4,VIDEO,1,,S1,9.298848484262544,2.877349729333735,0.906185259994787,0,0,9.374791160422319,1.326016291567601,3.0037165793556104,0.9530430346108535,-0.07594267615977479,-0.04685777461606644,0,normal,GREEN
86,2025-01-06 07:10:00,7,REGION_SEOUL_001,CELL01,SEC4,DATA,2,NB_3869,S1,8.709908717315388,2.7199067373908954,1.1951379882213091,0,0,9.313329483293975,1.3269690562594698,2.994677922716556,0.959355312776071,-0.6034207659785871,0.23578267544523812,0,normal,GREEN
87,2025-01-06 07:15:00,7,REGION_SEOUL_001,CELL01,SEC4,DATA,5,NB_9352,S1,10.83526176782938,1.9887692076395524,1.1301969475020113,0,0,9.44349230339579,1.3429006211226004,2.928292191833514,0.9796944030571476,1.3917694644335903,0.15050254444486366,0,normal,GREEN
88,2025-01-06 07:20:00,7,REGION_SEOUL_001,CELL01,SEC4,VOICE,2,,S1,13.049940654199684,3.235236828058366,0.9962255851547208,0,0,9.592530778140695,1.563313044436831,2.9120063904618787,0.9865190389621936,3.457409876058989,0.009706546192527199,0,normal,GREEN
89,2025-01-06 07:25:00,7,REGION_SEOUL_001,CELL01,SEC4,DATA,2,NB_2218,S1,10.128030428331714,3.9739083936271578,1.2168050323617885,0,0,9.60274623865036,1.566255868697554,2.9811619084064533,0.9975862416206978,0.5252841896813543,0.21921879074109074,0,normal,GREEN
90,2025-01-06 07:30:00,7,REGION_SEOUL_001,CELL01,SEC4,VIDEO,2,,S1,10.95236170617058,2.593228122801039,1.2350458964776307,0,0,9.755646072337834,1.5397422863634735,2.9816729234014923,1.0220002857020711,1.1967156338327456,0.2130456107755596,0,normal,GREEN
91,2025-01-06 07:35:00,7,REGION_SEOUL_001,CELL01,SEC4,VOICE,2,,S1,9.236924168353234,2.032207660241469,1.1327872567700037,0,0,9.826479666724566,1.4773428348625333,2.9367656067079815,1.032481757451103,-0.5895554983713325,0.10030549931890076,0,normal,GREEN
92,2025-01-06 07:40:00,7,REGION_SEOUL_001,CELL01,SEC4,DATA,1,NB_4436,S1,8.137575670305958,2.6678879093233876,0.4826485641775642,0,0,9.93014256790606,1.2555541633513658,2.935540731941849,1.0420877220408402,-1.7925668976001017,-0.559439157863276,0,normal,GREEN
93,2025-01-06 07:45:00,7,REGION_SEOUL_001,CELL01,SEC4,DATA,4,NB_1225,S1,10.2493984688511,3.4407998729891043,0.7782001631929828,0,0,10.034162745074758,1.1862321653423045,2.998612055650301,1.0203249903464582,0.21523572377634181,-0.24212482715347539,0,normal,GREEN
